question,choices,answer_idx,source
"All natural resources on Earth are either renewable or nonrenewable. Whether a resource is renewable or nonrenewable depends on how fast or slow the resource is replaced. If the resource is used faster than it is replaced, then the resource will, in time, disappear. Which statement describes the use of a renewable natural resource?","[""A home burns natural gas for heat."", ""A city burns coal to generate electricity."", ""A farmer plants different types of crops to protect the soil."", ""A construction crew builds a road from rock, sand, and gravel.""]",2,arc_easy
Young eutherians complete their embryonic development within what?,"[""pollen grains"", ""ovaries"", ""spores"", ""uterus""]",3,sciq
A company is making prototypes for a new computer system. Which of the following statements best describes an advantage of making several different prototypes?,"[""They can be tested at the same time."", ""They can be produced in large numbers."", ""They will be bought by many different users."", ""They will be sold for more than they cost to build.""]",0,arc_easy
"When electrons move from one atom to another, they become what?","[""particles"", ""ions"", ""atoms"", ""neons""]",1,sciq
"How long might a bear likely to remain its den without eating, drinking, or excreting after November?","[""The first few weeks of December"", ""Until it hears the call of the wild"", ""For around twenty weeks"", ""until hunters kill it for its pelt""]",2,openbookqa
Air is made up of many gases. Which gas is found in the greatest amount?,"[""Nitrogen"", ""Oxygen"", ""Carbon dioxide"", ""Hydrogen""]",0,arc_easy
The order of the elements in the periodic table is determined by their,"[""abundance in nature."", ""number of protons."", ""number of isotopes."", ""atomic mass.""]",1,arc_easy
Where are hormones released?,"[""bloodstream"", ""lungs"", ""brain"", ""liver""]",0,sciq
"In the Adirondack forests of New York, some trees have died. The change in the forest is thought to be related to air pollution and rain. Which abiotic factor most likely has been changed as a result of the pollution and rain which resulted in the death of the trees?","[""a decrease in the amount of available oxygen"", ""an increase in the amount of sunlight"", ""a decrease in the pH of the soil"", ""an increase in soil nutrients""]",2,arc_easy
What kind of climates are found at or near the equator?,"[""tropical climates"", ""tundra"", ""arctic climates"", ""dry grasslands""]",0,sciq
"In genetics, what does it mean when the amount is longer since the amount of time since a species diverged?","[""greater differences in dna"", ""tilt differences in dna"", ""Less difference in DNA"", ""greater making in dna""]",0,sciq
What decreases in an environment as the amount of rain increases?,"[""solar light"", ""water"", ""rivers"", ""hydration""]",0,openbookqa
"The human immunodeficiency virus (HIV) causes AIDS. The first known human cases AIDS were in Africa in the late 1950s. Since then, tens of millions of people have died from the disease, and tens of millions more people all over the world are infected. Which term best describes the disease AIDS?","[""isolated cases"", ""outbreak"", ""epidemic"", ""pandemic""]",3,arc_easy
"The hardest natural substance, diamond is a form of what element?","[""zirconium"", ""carbon"", ""hydrogen"", ""zenon""]",1,sciq
What is the process by which plants and animals increase in size?,"[""birth"", ""growth"", ""activity"", ""reproduction""]",1,sciq
"What kingdom of organisms is characterized by having sensory organs, movement, and internal digestion?","[""animals"", ""fungi"", ""plants"", ""bacteria""]",0,sciq
What is the only amphibian without legs?,"[""alligators"", ""frogs"", ""newts"", ""caecilians""]",3,sciq
What do we call the seasonal movement of animals?,"[""population"", ""migration"", ""immigration"", ""trade""]",1,sciq
The theory of evolution by what (and other processes) explains both the diversity of organisms and how populations of organisms change over time?,"[""natural evolution"", ""characteristic selection"", ""natural selection"", ""genocide""]",2,sciq
What determines whether a volcanic eruption will be explosive or not?,"[""lava temperature"", ""magma velocity"", ""thickness of magma"", ""curve of magma""]",2,sciq
Which particles make up the mass of an atom?,"[""protons and neutrons"", ""protons and electrons"", ""neutrons and molecules"", ""electrons and molecules""]",0,arc_easy
Why might wolves a new area where a lot of deer live?,"[""The wolves eat the same things that the deer eat"", ""They wanted to be friends with the deer."", ""The wolves stay near the deer for protection"", ""The wolves use the deer for nutrition""]",3,openbookqa
"Osteoporosis, osteoarthritis, fractures, and sprains are problems affecting what system?","[""skeletal system"", ""nervous system"", ""tissues system"", ""digestive system""]",0,sciq
"In plants and algae, photosynthesis takes place in which organelles?","[""chloroplasts"", ""fibroblasts"", ""cells"", ""stems""]",0,sciq
Covalent solids are formed by networks or chains of atoms or molecules held together by what?,"[""ionic bonds"", ""bail bonds"", ""covalent bonds"", ""gravitational bonds""]",2,sciq
Some compounds form rigid frameworks called what?,"[""grids"", ""ions"", ""crystals"", ""chemicals""]",2,sciq
"What can destroy living cells, produce mutations and cause cancer?","[""plasma rays"", ""gamma rays"", ""prismatic rays"", ""stingrays""]",1,sciq
Violet and red are two types of what kind of light?,"[""infrared"", ""visible"", ""radioactive"", ""ultraviolet""]",1,sciq
When do the eggs in a female's ovaries start to mature?,"[""maturity"", ""adolescence"", ""adulthood"", ""puberty""]",3,sciq
If a tree is cut down what will happen to it?,"[""vitality extinguishing"", ""growth"", ""vigor"", ""life""]",0,openbookqa
Dolphins use echolocation to hunt for,"[""santa claus"", ""school children"", ""tasty morsels"", ""direction in life""]",2,openbookqa
Sound travels as a,"[""wave without a medium."", ""series of compressions only."", ""pattern of up and down vibrations."", ""pattern of compressions and rarefactions.""]",3,arc_easy
An example of an adult animal laying eggs is all aside from,"[""penguins"", ""snakes"", ""turtles"", ""kittens""]",3,openbookqa
The products of photosynthesis are glucose and what else?,"[""carbon"", ""hydrogen"", ""oxygen"", ""nitrogen""]",2,sciq
The body contains how many types of muscle tissue?,"[""two"", ""seven"", ""four"", ""three""]",3,sciq
The largest region of each of the palatine bone is the what?,"[""big plate"", ""abnormal plate"", ""horizontal plate"", ""magnetic plate""]",2,sciq
What processes involve a transfer of electrons between the wire and the solution?,"[""radioactive"", ""magnetic"", ""thermal"", ""electrochemical""]",3,sciq
Organisms that live in freshwater environments often possess a contractile vacuole that prevents cells from taking in too much water through what process?,"[""electrolysis"", ""glycolysis"", ""hemostasis"", ""osmosis""]",3,sciq
The part of the ecosystem required by a particular species is endangered when human activity threatens loss of what?,"[""habitat"", ""primary speciation"", ""biodiversity"", ""primary producers""]",0,sciq
What is produced by the reaction of metal oxide with water?,"[""heat energy"", ""rust"", ""hydrogen gas"", ""soluble metal hydroxides""]",3,sciq
"Some molecules used to manufacture plastic objects are long and tangled. They straighten when force is applied to them and then return to their shorter, tangled shape. Which common object is most likely made using such molecules?","[""helmet shells"", ""rubber bands"", ""plumbing pipes"", ""drinking cups""]",1,arc_easy
More sleep leads to,"[""worst health"", ""restlessness"", ""insomnia"", ""sense of well-being""]",3,openbookqa
Examples of hypothesis is,"[""September 11th was a terrorist attack"", ""Rain falls from the sky"", ""Fish swim in water"", ""Drinking sugary drinks daily leads to obesity""]",3,openbookqa
Sister chromatids separate as part of anaphase in what process?,"[""mitosis"", ""vesicles"", ""angiogenesis"", ""osmosis""]",0,sciq
"Potassium, calcium, and magnesium are considered what kind of nutrients?","[""macronutrients"", ""minor nutrients"", ""major nutrients"", ""micronutrients""]",0,sciq
A student is measuring a liquid in a graduated cylinder. The student is not tall enough to read the measurement at eye level. Which of these is the best action for the student to take to read the measurement correctly?,"[""stand on a chair"", ""estimate the amount"", ""pour out some of the liquid until it is at eye level"", ""move the graduated cylinder to a lower table""]",3,arc_easy
What is the name for substances with a ph above 7?,"[""acid"", ""bases"", ""protein"", ""nutrient""]",1,sciq
"Ethanol is a type of alcohol made from plants. Sugarcane and corn, which are both used in foods such as cereals and breads, are used to make ethanol. Burning ethanol provides a clean source of energy because the products of ethanol are water and carbon dioxide. Therefore, mixing ethanol with gasoline reduces harmful waste products. In the 1970s, many Brazilians drove cars with engines that used an ethanol gasoline mixture. This alternative fuel conserved the limited supply of gasoline available at that time. In the 1990s, gasoline became cheaper than ethanol, and Brazilians returned to driving more gasoline-fueled cars. Recently, Brazilians started driving more cars that use an ethanol-gasoline mixture. Ethanol is a good alternative fuel because it","[""reduces air pollution"", ""increases biodiversity"", ""reduces sound pollution"", ""increases ozone emissions""]",0,arc_easy
Robins will often devour,"[""rocks"", ""wood"", ""glue"", ""grasshoppers""]",3,openbookqa
Honeybees doing the waggle dance or spiders spinning a web are examples of what type of behavior?,"[""intuitive"", ""genuine"", ""learned"", ""innate""]",3,sciq
Which structure controls what enters both plant cells and animal cells?,"[""nucleus"", ""cell wall"", ""chloroplast"", ""cell membrane""]",3,arc_easy
Sea turtles share space with,"[""geckos"", ""catfish"", ""sea weed"", ""river otters""]",2,openbookqa
"A person wants to use a raw material to make a toy, so they use","[""bronze"", ""plastic"", ""denim"", ""logs""]",3,openbookqa
"Corals are small marine organisms that live in groups and make hard outer skeletons to protect their bodies. Over time, these outer skeletons can build up to make large coral reefs. Which of the following statements best describes one way the formation of a coral reef changes the ocean ecosystem?","[""It makes the ocean water saltier."", ""It removes sand from the ocean floor."", ""It causes ocean waves to become stronger."", ""It creates a habitat for some ocean animals.""]",3,arc_easy
Which of the following objects is probably the most flexible?,"[""a ceramic dish"", ""a wooden block"", ""a short steel rod"", ""a new rubber hose""]",3,arc_easy
